GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
8358,1945,70109410,Cleveland,PARKER-HANNIFIN CORP,Industrial Machinery,OH,36241,Heinz,Heinz Droxner,Droxner,,MALE,Mr.,71,vp;president-seal group,2/24/1945,pisces,1274,2,24,,,,,,0,0,,1,1
5606,1945,40434L10,Palo Alto,HP INC,"Technology Hardware, Storage & Peripherals",CA,12410,Michae,Michael J. Winkler,Winkler,J.,MALE,Mr.,71,executive vp,3/1/1945,Pisces,2618,3,1,,,,,,0,0,,1,1
6104,1945,46014610,Memphis,INTL PAPER CO,Paper Packaging,TN,28007,Newlan,Newland A. Lesko,Lesko,A.,MALE,Mr.,70,executive vp-manufacturing & technology,3/12/1945,Pisces,4990,3,12,,,,,,0,0,,1,1
1300,1945,43851610,Morris Plains,HONEYWELL INTERNATIONAL INC,Industrial Conglomerates,NJ,5925,Peter,Peter M. Kreindler,Kreindler,M.,MALE,Mr.,71,senior vp & general counsel,3/30/1945,Aries,3393,3,30,,,,,,0,0,1,,1
23809,1945,5333210,Memphis,AUTOZONE INC,Automotive Retail,TN,11661,James,James A. Shea,Shea,A.,MALE,Mr.,71,"Executive Vice President of Merchandising, Marketing & Supply Chain",4/23/1945,taurus,1419,4,23,,,,,,0,0,,1,1
7171,1945,58155Q10,San Francisco,MCKESSON CORP,Health Care Distributors,CA,11703,Ivan,Ivan D. Meyerson,Meyerson,D.,MALE,Mr.,,"executive vp, general counsel & secretary",5/1/1945,30 day range,1340,5,1,,,,,,0,0,,1,1
11550,1945,92939U10,Milwaukee,WEC ENERGY GROUP INC,Multi-Utilities,WI,31424,James,James C. Fleming,Fleming,C.,MALE,Mr.,70,"Executive Vice President, Executive Vice President of Wisconsin Gas",5/5/1945,Taurus,1435,5,5,,,,,,0,0,,1,1
9445,1945,80589M10,Cayce,SCANA CORP,Multi-Utilities,SC,24434,H.,H. T. Arthur,Arthur,T.,MALE,Mr.,71,senior vp & general counsel,6/22/1945,cancer,1241,6,22,,,,,,0,0,1,,1
8099,1945,33793210,Akron,FIRSTENERGY CORP,Electric Utilities,OH,20934,Carole,Carole B. Snyder,Snyder,B.,FEMA,Ms.,70,senior vp,6/25/1945,Cancer,492,6,25,,,,,,0,0,1,,1
5046,1945,36955010,Falls Church,GENERAL DYNAMICS CORP,Aerospace & Defense,VA,26024,Walter,Walter M. Oliver,Oliver,M.,MALE,Mr.,71,senior vp-human resources and administration,6/28/1945,Cancer,3186,6,28,,,,,,0,0,1,,1
7146,1945,57978020,Sparks,MCCORMICK & CO INC,Packaged Foods & Meats,MD,6021,Carrol,Carroll D. Nordhoff,Nordhoff,D.,MALE,Mr.,71,executive vp,7/12/1945,Cancer,500,7,12,,,,,,0,0,,1,1
29127,1945,45337C10,Wilmington,INCYTE CORP,Biotechnology,DE,25392,Brian,"Brian W. Metcalf, Ph.D.","Metcalf, Ph.D",W.,MALE,Dr.,70,Chief Drug Discovery Scientist and Executive Vice President,7/13/1945,Cancer,388,7,13,,,,,,0,0,,1,1
5125,1945,37246010,Atlanta,GENUINE PARTS CO,Distributors,GA,25906,Robert,Robert J. Susor,Susor,J.,MALE,Mr.,70,Executive Vice President,7/21/1945,Cancer,2861,7,21,,,,,,0,0,,1,1
29392,1945,27743210,Kingsport,EASTMAN CHEMICAL CO,Diversified Chemicals,TN,23229,Roger,"Roger K. Mowen, Jr.","Mowen, Jr.",K.,MALE,Mr.,,senior vp-global developing businesses and corporate strategy,9/3/1945,Virgo,3668,9,3,,,,,,0,0,1,,1
7985,1945,66680710,Falls Church,NORTHROP GRUMMAN CORP,Aerospace & Defense,VA,41236,Linda,Linda A. Mills,Mills,A.,FEMA,Ms.,66,Corporate Vice President of Operations,9/14/1945,Virgo,2195,9,14,,,,,,0,0,,1,1
2435,1945,11563720,Louisville,BROWN FORMAN CORP,Distillers & Vintners,KY,27110,James,James Lloyd Bareuther,Bareuther,Lloyd,MALE,Mr.,71,executive vp-global business development,9/28/1945,Libra,1512,9,28,,,,,,0,0,,1,1
165993,1945,31620M10,Jacksonville,FIDELITY NATIONAL INFO SVCS,Data Processing & Outsourced Services,FL,17116,Alan,Alan L. Stinson,Stinson,L.,MALE,Mr.,70,former executive vp-finance,10/25/1945,Scorpio,49,10,25,,,,,,0,0,,1,1
29830,1945,96145D10,Richmond,WESTROCK CO,Paper Packaging,VA,25818,James,James L. Einstein,Einstein,L.,MALE,Mr.,71,executive vp & general manager-alliance division,10/25/1945,Scorpio,1503,10,25,,,,,,0,0,,1,1
14934,1945,25179M10,Oklahoma City,DEVON ENERGY CORP,Oil & Gas Exploration & Production,OK,8653,J.,J. Michael Lacey,Lacey,Micha,MALE,Mr.,71,senior vp,10/27/1945,scorpio,1359,10,27,,,,,,0,0,1,,1
65967,1945,29414D10,Nashville,ENVISION HEALTHCARE CORP,Health Care Services,TN,26731,Royce,Royce D. Harrell,Harrell,D.,MALE,Mr.,70,senior vp-corporate services,10/27/1945,Scorpio,3715,10,27,,,,,,0,0,1,,1
9777,1945,83269640,Orrville,SMUCKER (JM) CO,Packaged Foods & Meats,OH,25160,Richar,Richard G. Jirsa,Jirsa,G.,MALE,Mr.,,vp & corporate contoller,11/3/1945,Scorpio,3606,11,3,,,,,,0,0,,1,1
1327,1945,83088M10,Woburn,SKYWORKS SOLUTIONS INC,Semiconductors,MA,25872,George,George M. LeVan,LeVan,M.,MALE,Mr.,71,vp-human resources,11/17/1945,Scorpio,1101,11,17,,,,,,0,0,,1,1
6008,1945,45814010,Santa Clara,INTEL CORP,Semiconductors,CA,41197,A.,A. Douglas Melamed,Melamed,Dougl,MALE,Mr.,70,Senior Vice President and General Counsel,12/3/1945,Sagittarius,2,12,3,,,,,,0,0,1,,1
6216,1945,46981410,Dallas,JACOBS ENGINEERING GROUP INC,Construction & Engineering,TX,22755,Peter,Peter M. Evans,Evans,M.,MALE,Mr.,71,group vice president,12/12/1945,Sagittarius,3391,12,12,,,,,,0,0,,1,1
7228,1946,G5960L10,Dublin,MEDTRONIC PLC,Health Care Equipment,Ir,19729,Stephe,Stephen Herbert Mahle,Mahle,Herbe,MALE,Mr.,71,executive  vp; president-healthcare policy & regulatory,1/3/1946,Capricorn,3886,1,3,,,,,,0,0,,1,1
6682,1946,52728810,New York,LEUCADIA NATIONAL CORP,Multi-Sector Holdings,NY,20485,Thomas,Thomas E. Mara,Mara,E.,MALE,Mr.,70,Executive Vice President,1/14/1946,Capricorn,2934,1,14,,,,,,0,0,,1,1
1209,1946,915810,Allentown,AIR PRODUCTS & CHEMICALS INC,Industrial Gases,PA,22840,W.,W. Douglas Brown,Brown,Dougl,MALE,Mr.,70,"vp, general counsel & secretary",2/16/1946,Aquarius,3161,2,16,,,,,,0,0,,1,1
5046,1946,36955010,Falls Church,GENERAL DYNAMICS CORP,Aerospace & Defense,VA,24581,Arthur,Arthur J. Veitch,Veitch,J.,MALE,Mr.,71,executive vp; group executive-combat systems,2/27/1946,Pisces,224,2,27,,,,,,0,0,,1,1
1704,1946,3822210,Santa Clara,APPLIED MATERIALS INC,Semiconductor Equipment,CA,5712,Sasson,Sasson Somekh,Somekh,,MALE,Mr.,71,executive vp,3/31/1946,Aries,3765,3,31,,,,,,0,0,,1,1
6829,1946,54866110,Mooresville,LOWE'S COMPANIES INC,Home Improvement Retail,NC,11029,Dale,Dale C. Pond,Pond,C.,MALE,Mr.,,senior executive vp-merchandising/marketing,4/7/1946,,559,4,7,,,,,,0,0,1,,1
5709,1946,44045210,Austin,HORMEL FOODS CORP,Packaged Foods & Meats,MN,17931,Eric,Eric A. Brown,Brown,A.,MALE,Mr.,72,group vp,4/9/1946,Aries,884,4,9,,,,,,0,0,,1,1
25880,1946,70339510,St. Paul,PATTERSON COMPANIES INC,Health Care Distributors,MN,15589,Gary,Gary Johnson,Johnson,,MALE,Mr.,70,vp-operations,4/19/1946,Aries,1048,4,19,,,,,,0,0,,1,1
1440,1946,2553710,Columbus,AMERICAN ELECTRIC POWER CO,Electric Utilities,OH,20908,Henry,Henry W. Fayne,Fayne,W.,MALE,Mr.,,executive vp-service corporation; vp-subsidiaries,4/23/1946,taurus,1289,4,23,,,,,,0,0,,1,1
7171,1946,58155Q10,San Francisco,MCKESSON CORP,Health Care Distributors,CA,46352,Nigel,Nigel A. Rees,Rees,A.,MALE,Mr.,71,"Principal Accounting Officer, Vice President and Controller",4/26/1946,Taurus,5017,4,26,,,,,,0,0,,1,1
8549,1946,20825C10,Houston,CONOCOPHILLIPS,Oil & Gas Exploration & Production,TX,23426,Stephe,Stephen F. Gates,Gates,F.,MALE,Mr.,70,senior vp,5/20/1946,Taurus,3879,5,20,,,,,,0,0,1,,1
5878,1946,45230810,Glenview,ILLINOIS TOOL WORKS,Industrial Machinery,IL,12665,Hugh,Hugh J. Zentmyer,Zentmyer,J.,MALE,Mr.,70,executive vp,6/5/1946,gemini,1314,6,5,,,,,,0,0,,1,1
9777,1946,83269640,Orrville,SMUCKER (JM) CO,Packaged Foods & Meats,OH,13609,Fred,Fred A. Duncan,Duncan,A.,MALE,Mr.,71,senior vp-special markets,6/12/1946,Gemini,996,6,12,,,,,,0,0,1,,1
2136,1946,92343V10,New York City,VERIZON COMMUNICATIONS INC,Integrated Telecommunication Services,NY,36762,John,John W. Diercksen,Diercksen,W.,MALE,Mr.,67,"Executive Vice President of Strategy, Development & Planning",6/29/1946,Cancer,1996,6,29,,,,,,0,0,,1,1
14477,1946,94106L10,Houston,WASTE MANAGEMENT INC,Environmental & Facilities Services,TX,11089,Willia,William L. Trubeck,Trubeck,L.,MALE,Mr.,69,executive vp-Western group,7/5/1946,Cancer,3311,7,5,,,,,,0,0,,1,1
7435,1946,88579Y10,St. Paul,3M CO,Industrial Conglomerates,MN,21204,Harold,Harold J. Wiens,Wiens,J.,MALE,Mr.,,executive vp,8/4/1946,leo,1254,8,4,,,,,,0,0,,1,1
3121,1946,18905410,Oakland,CLOROX CO/DE,Household Products,CA,27220,Peter,Peter D. Bewley,Bewley,D.,MALE,Mr.,,senior vp & general counsel,8/4/1946,Leo,3366,8,4,,,,,,0,0,1,,1
1602,1946,3116210,Thousand Oaks,AMGEN INC,Biotechnology,CA,33200,Fabriz,"Fabrizio J. Bonanni, Dr. Ch","Bonanni, Dr.",J.,MALE,Dr.,69,Executive Vice President,8/15/1946,Leo,933,8,15,,,,,,0,0,,1,1
3231,1946,20034010,Dallas,COMERICA INC,Diversified Banks,TX,41146,Dale,Dale E. Greene,Greene,E.,MALE,Mr.,69,"Member of Management Policy Committee, Executive Vice President of C",8/17/1946,,560,8,17,,,,,,0,0,,1,1
3735,1946,23585110,Washington,DANAHER CORP,Health Care Equipment,DC,6042,James,James H. Ditkoff,Ditkoff,H.,MALE,Mr.,71,senior vp-finance and tax,8/20/1946,Leo,1481,8,20,,,,,,0,0,1,,1
8264,1946,69331C10,San Francisco,PG&E CORP,Electric Utilities,CA,26005,G.,G. Brent Stanley,Stanley,Brent,MALE,Mr.,,senior vp-human resources,8/24/1946,Virgo,1018,8,24,,,,,,0,0,1,,1
11923,1946,3251110,The Woodlands,ANADARKO PETROLEUM CORP,Oil & Gas Exploration & Production,TX,25992,James,James R. Larson,Larson,R.,MALE,Mr.,,senior vp,8/31/1946,Virgo,1546,8,31,,,,,,0,0,1,,1
64925,1946,10112110,Boston,BOSTON PROPERTIES INC,Office REITs,MA,46000,Robert,Robert E. Selsam,Selsam,E.,MALE,Mr.,69,Senior Vice President and Regional Manager of New York Office,9/14/1946,Virgo,2814,9,14,,,,,,0,0,1,,1
7977,1946,98389B10,Minneapolis,XCEL ENERGY INC,Electric Utilities,MN,7780,Gary,Gary R. Johnson,Johnson,R.,MALE,Mr.,69,retired vp & general counsel,10/10/1946,Libra,1072,10,10,,,,,,0,0,,1,1
11032,1946,91390310,King Of Prussia,UNIVERSAL HEALTH SVCS INC,Health Care Facilities,PA,19597,O.,O. Edwin French,French,Edwin,MALE,Mr.,69,senior vp,10/16/1946,Libra,5026,10,16,,,,,,0,0,1,,1
8549,1946,20825C10,Houston,CONOCOPHILLIPS,Oil & Gas Exploration & Production,TX,18705,Jimmy,Jimmy W. Nokes,Nokes,W.,MALE,Mr.,,former executive vp,10/29/1946,Scorpio,1745,10,29,,,,,,0,0,,1,1
65609,1946,12541W20,Eden Prairie,C H ROBINSON WORLDWIDE INC,Air Freight & Logistics,MN,18529,Barry,Barry W. Butzow,Butzow,W.,MALE,Mr.,70,senior vp,11/2/1946,Scorpio,264,11,2,,,,,,0,0,1,,1
28742,1946,9972410,Auburn Hills,BORGWARNER INC,Auto Parts & Equipment,MI,29315,Mark,Mark Perlick,Perlick,,MALE,Mr.,,vice president,11/2/1946,Scorpio,2384,11,2,,,,,,0,0,,1,1
8972,1946,75511150,Waltham,RAYTHEON CO,Aerospace & Defense,MA,26062,Jay,Jay B. Stephens,Stephens,B.,MALE,Mr.,69,Senior Vice President and Secretary,11/5/1946,Scorpio,1605,11,5,,,,,,0,0,1,,1
16245,1946,71270410,Bridgeport,PEOPLE'S UNITED FINL INC,Regional Banks,CT,34776,Brian,Brian F. Dreyer,Dreyer,F.,MALE,Mr.,70,Senior Executive Vice President of Commercial Banking Group,11/23/1946,Sagittarius,356,11,23,,,,,,0,0,1,,1
4430,1946,26884L10,Pittsburgh,EQT CORP,Oil & Gas Exploration & Production,PA,21322,Johann,Johanna G. O'Loughlin,O'Loughlin,G.,FEMA,Ms.,69,"senior vp, general counsel & secretary",12/8/1946,Saggitarius,1767,12,8,,,,,,0,0,1,,1
29099,1946,75884910,Jacksonville,REGENCY CENTERS CORP,Retail REITs,FL,41635,James,James D. Thompson,Thompson,D.,MALE,Mr.,60,Executive Vice President of Operations,12/21/1946,Sagittarius,1449,12,21,,,,,,0,0,,1,1
66368,1946,9.23E+14,Reston,VERISIGN INC,Internet Software & Services,VA,29636,W.G.,W.G. Champion Mitchell,Mitchell,Champ,MALE,Mr.,,executive vp; president-network solutions,12/24/1946,Capricorn,3176,12,24,,,,,,0,0,,1,1
66368,1946,9.23E+14,Reston,VERISIGN INC,Internet Software & Services,VA,32011,John,John M. Donovan,Donovan,M.,MALE,Mr.,56,"former executive vp-sales, operations, customer care & product devel",12/26/1946,Capricorn,1904,12,26,,,,,,0,0,,1,1
4973,1947,36357610,Itasca,ARTHUR J GALLAGHER & CO,Insurance Brokers,IL,21333,Richar,Richard J. McKenna,McKenna,J.,MALE,Mr.,69,vp;president-risk management services,1/12/1947,Capricorn,2690,1,12,,,,,,0,0,,1,1
6136,1947,46069010,New York,INTERPUBLIC GROUP OF COS,Advertising,NY,26828,Nichol,Nicholas J. Camera,Camera,J.,MALE,Mr.,,"senior vp, general counsel & secretary",1/12/1947,Capricorn,4998,1,12,,,,,,0,0,1,,1
1722,1947,3948310,Chicago,ARCHER-DANIELS-MIDLAND CO,Agricultural Products,IL,34114,Steven,Steven R. Mills,Mills,R.,MALE,Mr.,60,Senior Executive Vice President of Performance & Growth,1/25/1947,Aquarius,3999,1,25,,,,,,0,0,1,,1
12389,1947,41282210,Milwaukee,HARLEY-DAVIDSON INC,Motorcycle Manufacturers,WI,30970,Ronald,Ronald M. Hutchinson,Hutchinson,M.,MALE,Mr.,68,senior vp-product development-motor co,1/30/1947,Aquarius,3698,1,30,,,,,,0,0,1,,1
7585,1947,62007630,Chicago,MOTOROLA SOLUTIONS INC,Communications Equipment,IL,25963,Adrian,Adrian R. Nemcek,Nemcek,R.,MALE,Mr.,,retired executive vp,2/7/1947,Aquarius,24,2,7,,,,,,0,0,,1,1
64853,1947,74736K10,Greensboro,QORVO INC,Semiconductors,NC,43479,James,James D. Stilson,Stilson,D.,MALE,Mr.,70,Corporate Vice President of Operations,2/12/1947,Aquarius,1448,2,12,,,,,,0,0,,1,1
28119,1947,36174X10,Chicago,GGP INC,Retail REITs,IL,33912,Thomas,Thomas D' Alesandro,D' Alesandro,,MALE,Mr.,62,senior vp-development,2/15/1947,,4108,2,15,,,,,,0,0,1,,1
6078,1947,45950610,New York,INTL FLAVORS & FRAGRANCES,Specialty Chemicals,NY,27686,James,James H. Dunsdon,Dunsdon,H.,MALE,Mr.,69,senior vp & transition leader,2/25/1947,Pisces,1482,2,25,,,,,,0,0,1,,1
8151,1947,68268010,Tulsa,ONEOK INC,Oil & Gas Storage & Transportation,OK,29608,John,John R. Barker,Barker,R.,MALE,Mr.,68,"Senior Vice President, General Counsel, Assistant Secretary, Executi",3/4/1947,Pisces,1945,3,4,,,,,,0,0,1,,1
3504,1947,21664840,Pleasanton,COOPER COMPANIES INC,Health Care Supplies,CA,40813,Rodney,Rodney E. Folden,Folden,E.,MALE,Mr.,68,"Principal Accounting Officer, Vice President and Corporate Controlle",3/8/1947,Pisces,3658,3,8,,,,,,0,0,,1,1
1209,1947,915810,Allentown,AIR PRODUCTS & CHEMICALS INC,Industrial Gases,PA,10092,Robert,Robert E. Gadomski,Gadomski,E.,MALE,Mr.,,executive vp-gases and equipment,3/24/1947,Aries,2804,3,24,,,,,,0,0,,1,1
11228,1947,92916010,Birmingham,VULCAN MATERIALS CO,Construction Materials,AL,28815,Ronald,Ronald G. McAbee,McAbee,G.,MALE,Mr.,68,Senior Vice President of Construction Materials - West,3/25/1947,Aries,3690,3,25,,,,,,0,0,1,,1
8402,1947,70432610,Rochester,PAYCHEX INC,Data Processing & Outsourced Services,NY,33980,Willia,"William G. Kuchta, Ed.D.","Kuchta, Ed.D.",G.,MALE,Mr.,70,Vice President of Organizational Development,3/26/1947,Aries,3273,3,26,,,,,,0,0,,1,1
133366,1947,2.82E+14,Irvine,EDWARDS LIFESCIENCES CORP,Health Care Equipment,CA,21420,Anita,Anita B. Bessler,Bessler,B.,FEMA,Ms.,68,vice president,4/11/1947,Aries,166,4,11,,,,,,0,0,,1,1
11060,1947,91820410,Greensboro,VF CORP,"Apparel, Accessories & Luxury Goods",NC,30933,Candac,Candace S. Cummings,Cummings,S.,FEMA,Ms.,68,"Vice President of Administration, Secretary and General Counsel",4/11/1947,Aries,458,4,11,,,,,,0,0,,1,1
1440,1947,2553710,Columbus,AMERICAN ELECTRIC POWER CO,Electric Utilities,OH,42403,D.,D. Michael Miller,Miller,Micha,MALE,Mr.,68,"Senior Vice President, General Counsel and Secretary",4/12/1947,,551,4,12,,,,,,0,0,1,,1
8358,1947,70109410,Cleveland,PARKER-HANNIFIN CORP,Industrial Machinery,OH,27204,Timoth,Timothy K. Pistell,Pistell,K.,MALE,Mr.,69,Executive Vice President,4/14/1947,Aries,3063,4,14,,,,,,0,0,,1,1
6730,1947,53245710,Indianapolis,LILLY (ELI) & CO,Pharmaceuticals,IN,10412,Pedro,Pedro P. Granadillo,Granadillo,P.,MALE,Mr.,,senior vp,4/18/1947,Aries,5167,4,18,,,,,,0,0,1,,1
5073,1947,37045V10,Detroit,GENERAL MOTORS CO,Automobile Manufacturers,MI,26832,Gary,Gary L. Cowger,Cowger,L.,MALE,Mr.,68,group vp-global manufacturing and labor relations,4/18/1947,Aries,1051,4,18,,,,,,0,0,,1,1
9777,1947,83269640,Orrville,SMUCKER (JM) CO,Packaged Foods & Meats,OH,32051,Robert,Robert E. Ellis,Ellis,E.,MALE,Mr.,,vp-human resources,4/19/1947,Aries,2803,4,19,,,,,,0,0,,1,1
23812,1947,75886F10,Tarrytown,REGENERON PHARMACEUTICALS,Biotechnology,NY,15334,Randal,"Randall G. Rupp, Ph.D.","Rupp, Ph.D.",G.,MALE,Dr.,68,senior vp-manufacturing operations,4/27/1947,Taurus,3503,4,27,,,,,,0,0,1,,1
11115,1947,92220P10,Palo Alto,VARIAN MEDICAL SYSTEMS INC,Health Care Equipment,CA,18197,Joseph,Joseph B. Phair,Phair,B.,MALE,Mr.,,"corporate vp-administration, secretary & general counsel",4/29/1947,Taurus,2068,4,29,,,,,,0,0,,1,1
28742,1947,9972410,Auburn Hills,BORGWARNER INC,Auto Parts & Equipment,MI,13719,Gary,Gary P. Fukayama,Fukayama,P.,MALE,Mr.,,executive vp,5/2/1947,Taurus,1068,5,2,,,,,,0,0,,1,1
170841,1947,71854610,Houston,PHILLIPS 66,Oil & Gas Refining & Marketing,TX,50800,Robert,Robert A. Herman,Herman,A.,MALE,Mr.,57,Executive Vice President of Midstream,5/9/1947,Taurus,2755,5,9,,,,,,0,0,,1,1
3439,1947,12589610,Jackson,CMS ENERGY CORP,Multi-Utilities,MI,28224,Robert,Robert A. Fenech,Fenech,A.,MALE,Mr.,,senior vp-Consumers,5/19/1947,Taurus,2753,5,19,,,,,,0,0,1,,1
4058,1947,26000310,Downers Grove,DOVER CORP,Industrial Machinery,IL,24421,Robert,Robert G. Kuhbach,Kuhbach,G.,MALE,Mr.,68,Vice President and Senior Advisor,5/21/1947,Gemini,2824,5,21,,,,,,0,0,,1,1
5680,1947,43707610,Atlanta,HOME DEPOT INC,Home Improvement Retail,GA,10558,John,John H. Costello,Costello,H.,MALE,Mr.,69,executive vp-merchandising and marketing,6/2/1947,Gemini,1864,6,2,,,,,,0,0,,1,1
7435,1947,88579Y10,St. Paul,3M CO,Industrial Conglomerates,MN,29351,Moe,Moe S. Nozari,Nozari,S.,MALE,Mr.,74,executive vp-consumer & office business,6/12/1947,Gemini,4960,6,12,,,,,,0,0,,1,1
14934,1947,25179M10,Oklahoma City,DEVON ENERGY CORP,Oil & Gas Exploration & Production,OK,8655,Darryl,Darryl G. Smette,Smette,G.,MALE,Mr.,69,"Executive Vice President of Marketing, Facilities, Pipeline & Supply",6/17/1947,,635,6,17,,,,,,0,0,,1,1
64166,1947,74834L10,Madison,QUEST DIAGNOSTICS INC,Health Care Services,NJ,29456,Robert,Robert E. Peters,Peters,E.,MALE,Mr.,68,vp-sales and marketing,6/19/1947,Gemini,2811,6,19,,,,,,0,0,,1,1
25279,1947,10113710,Marlborough,BOSTON SCIENTIFIC CORP,Health Care Equipment,MA,6131,Paul,"Paul W. Sandman, J.D.","Sandman, J.D.",W.,MALE,Mr.,69,former executive vp & general counsel,6/21/1947,Cancer,5156,6,21,,,,,,0,0,,1,1
5606,1947,40434L10,Palo Alto,HP INC,"Technology Hardware, Storage & Peripherals",CA,20665,Duane,Duane E. Zitzner,Zitzner,E.,MALE,Mr.,69,executive vp-personal systems group,6/26/1947,Cancer,778,6,26,,,,,,0,0,,1,1
13988,1947,80851310,San Francisco,SCHWAB (CHARLES) CORP,Investment Banking & Brokerage,CA,9661,Jeffre,Jeffrey S. Maurer,Maurer,S.,MALE,Mr.,70,executive vp,7/9/1947,Cancer,1701,7,9,,,,,,0,0,,1,1
29392,1947,27743210,Kingsport,EASTMAN CHEMICAL CO,Diversified Chemicals,TN,18981,Allan,Allan R. Rothwell,Rothwell,R.,MALE,Mr.,,executive vp; president-Voridian Division,7/17/1947,Cancer,98,7,17,,,,,,0,0,,1,1
9777,1947,83269640,Orrville,SMUCKER (JM) CO,Packaged Foods & Meats,OH,27060,Richar,Richard F. Troyak,Troyak,F.,MALE,Mr.,,vp-operations,7/19/1947,Cancer,3598,7,19,,,,,,0,0,,1,1
8247,1947,69350610,Pittsburgh,PPG INDUSTRIES INC,Specialty Chemicals,PA,27478,Garry,Garry A. Goudy,Goudy,A.,MALE,Mr.,,senior vp-automotive aftermarket,7/19/1947,Cancer,1037,7,19,,,,,,0,0,1,,1
5047,1947,36960410,Boston,GENERAL ELECTRIC CO,Industrial Conglomerates,MA,35052,Bracke,"Brackett B. Denniston, III","Denniston, II",B.,MALE,Mr.,68,"Senior Vice President, General Counsel and Secretary",7/23/1947,Leo,313,7,23,,,,,,0,0,1,,1
6066,1947,45920010,Armonk,INTL BUSINESS MACHINES CORP,IT Consulting & Other Services,NY,25929,W.,W. M. Zeitler,Zeitler,M.,MALE,Mr.,,senior vp & group executive,7/24/1947,Leo,3169,7,24,,,,,,0,0,1,,1
29733,1947,57328410,Raleigh,MARTIN MARIETTA MATERIALS,Construction Materials,NC,13779,Philip,Philip J. Sipling,Sipling,J.,MALE,Mr.,68,Executive Vice President and Executive Vice President of Aggregates,8/16/1947,Leo,3425,8,16,,,,,,0,0,,1,1
1678,1947,3741110,Houston,APACHE CORP,Oil & Gas Exploration & Production,TX,29371,Jon,Jon A. Jeppesen,Jeppesen,A.,MALE,Mr.,69,Executive Vice President of Gulf of Mexico Operations,9/1/1947,Virgo,2022,9,1,,,,,,0,0,,1,1
1209,1947,915810,Allentown,AIR PRODUCTS & CHEMICALS INC,Industrial Gases,PA,24166,Arthur,Arthur T. Katsaros,Katsaros,T.,MALE,Mr.,,group vp-development & technology,9/22/1947,Virgo,230,9,22,,,,,,0,0,,1,1
5439,1947,40621610,Houston,HALLIBURTON CO,Oil & Gas Equipment & Services,TX,31000,Weldon,Weldon J. Mire,Mire,J.,MALE,Mr.,,retired vp-human resources,9/22/1947,Virgo,3207,9,22,,,,,,0,0,,1,1
14359,1947,72378710,Irving,PIONEER NATURAL RESOURCES CO,Oil & Gas Exploration & Production,TX,11545,Mark,Mark L. Withrow,Withrow,L.,MALE,Mr.,69,executive vp & general counsel,10/1/1947,Libra,2376,10,1,,,,,,0,0,,1,1
31846,1947,23719410,Orlando,DARDEN RESTAURANTS INC,Restaurants,FL,11821,Blaine,Blaine Sweatt III,Sweatt III,,MALE,Mr.,69,executive vp & president-new business development,10/3/1947,Libra,302,10,3,,,,,,0,0,,1,1
11923,1947,3251110,The Woodlands,ANADARKO PETROLEUM CORP,Oil & Gas Exploration & Production,TX,25993,Richar,Richard J. Sharples,Sharples,J.,MALE,Mr.,,senior vp-marketing and minerals,10/11/1947,Libra,2694,10,11,,,,,,0,0,1,,1
24468,1947,09062X10,Cambridge,BIOGEN INC,Biotechnology,MA,28136,Craig,"Craig Eric Schneier, Ph.D.","Schneier, Ph.",Eric,MALE,Dr.,68,"Executive Vice President of Human Resources, Public Affairs & Commun",10/13/1947,,514,10,13,,,,,,0,0,,1,1
1045,1947,02376R10,Fort Worth,AMERICAN AIRLINES GROUP INC,Airlines,TX,25363,Anne,Anne H. McNamara,McNamara,H.,FEMA,Ms.,,senior vp & general counsel,10/18/1947,Libra,174,10,18,,,,,,0,0,1,,1
7146,1947,57978020,Sparks,MCCORMICK & CO INC,Packaged Foods & Meats,MD,35051,Robert,Robert W. Skelton,Skelton,W.,MALE,Mr.,68,"senior vp, general counsel & secretary",10/24/1947,Scorpio,3641,10,24,,,,,,0,0,1,,1
1045,1947,02376R10,Fort Worth,AMERICAN AIRLINES GROUP INC,Airlines,TX,25362,Willia,"William K. Ris, Jr.","Ris, Jr.",K.,MALE,Mr.,,senior vp-government affairs-American,10/27/1947,Scorpio,3299,10,27,,,,,,0,0,1,,1
143356,1947,74432010,Newark,PRUDENTIAL FINANCIAL INC,Life & Health Insurance,NJ,30943,Richar,Richard J. Carbone,Carbone,J.,MALE,Mr.,68,Executive Vice President,10/30/1947,Scorpio,2685,10,30,,,,,,0,0,,1,1
11672,1947,87254010,Framingham,TJX COMPANIES INC,Apparel Retail,MA,16957,Arnold,Arnold S. Barron,Barron,S.,MALE,Mr.,69,senior executive vp & group president,11/4/1947,Scorpio,216,11,4,,,,,,0,0,1,,1
4640,1947,31677310,Cincinnati,FIFTH THIRD BANCORP,Regional Banks,OH,20926,Robert,Robert P Niehaus,Niehaus,P,MALE,Mr.,,executive vp,11/4/1947,Scorpio,2908,11,4,,,,,,0,0,,1,1
